@metric_space hamming
item1	0011010111111001100100010010111100100000101001010101101000001001
item2	0011010111011011100100010010111110100000111101011100011111000101
item3	0011011101111000110100010010101100100000111001010111111000000001
item4	0011010111111001101100010010111100101000111001010101001000000101
item5	0011010111111011100100011010111100100000111001010101101100000001
item6	0011000111111001111100000010111101100000111001000101101000000001
item7	0011010011110001100000010011111100110000111001010101101000000001
item8	0011010111111011010100010010111101000000111000010101101000100010
item9	1011011011111001100100110010111100100000110001111100101000001101
item10	0011010111110001100100010110110110000000110011010101101000100001
item11	0001010111111001100100010010111100100000011001010101101000000001
item12	0011010111111001100101010010101110000000110000010101101100000001
item13	0011010111111001100100010010111101100000111001010101101000001001
item14	0111010111111001100100010010111100100000111001010101101000000001
item15	0001010111110001100110000010111000100000011001010101101000000001
item16	1011110111110011100100010110001100100110101001010101100000000001
item17	0011010101111001000110010010101101000000110001011101101100100101
item18	0011010111111001110110010110111100100000111001010100001000000001
item19	1011011111011001100000000110111100100110111111010101101000000001
item20	0011010111011001110100010010011100110000011001010001100000000001
item21	0110010111111001011101010010111101100100101011010101101010000001
item22	1001010111111001100100010010111100100000111101010101111000000100
item23	0011010111111001100100010010111100100000111001010100101000000001
item25	0010011101111001100101010010111100100000111001000101101000000001
item26	0011000111111001100100010010111110100010111001010101101000000000
item27	0011000111101000100100010010111100100000111001010101111100000001
item28	0011010111111001100100010010101100100011111001010101101000000001
item29	0001010111111000110010000010110100100000101011010101101010000000
item30	0011010111111001110100110110111100100000111001010101111000000001
item31	0101010111111001100101010010011100100000111001010101111000000001
item32	0111010111111001100000010010111100110000111101000101110000000001
item33	1011000111111001101100110010111100100000110101010101101000010001
item34	0010010111111101100110010010111100100000111001010101101000100001
item36	0001010111011001100100010010111100000000111001010101101001100001
item37	0011010101000001000100010010011100100000111001000100111000000001
item38	0011010111111011100100011110111000000000111001010101011000000001
item39	0011010001111001100100010010100100100100111001000100100000010001
item40	0011010111111001101100010010101100100000110001010101001000000000
item41	0010010110011111101110010011111100100000001001010001101000000001
item42	0011010111111001100000010010011100100100111001011101101000010001
item43	0001010111111001100100010010111100100000011001010101101100000001
item44	0011010101111101100110011011111100100000101001000101001000000001
item45	1011010111111000100100010010011101101000111001010101101000000101
item46	0011000111111001101100010010111111100001110001010101000000000001
item47	0111000111101011100100110010110110000000111001011100101000000000
item49	0011010111111001100101011000101100110000101001011101111000000001
item50	0011010111101001100100010111111110100000101001010101100000000001
item51	0011011011111000100100010011111100100000111000010101101001000000
item52	0111010111111001101100110010111000100100111001010010101010000001
item53	0011010111111001100100010010111111100000111001010101101000100101
item55	0011010111111001100100001010111100100100111001010101100000000101
item56	0111000111111000100100101011111100110000111100010111101000000001
item57	0011100011011001100000000010111100100100111001010101101101000001
item58	0011010111011001100100010010111100100000111001010101101000000001
item59	0010010111111001100100010010111100101010111001010101101000001011
item60	0011010111111001100100010010111100100000111011110011101000000001
item61	0011010110111111100101010010111100100000111000000100101000000011
item62	1011000011011101000100010010111100110100111001010001111000000001
item63	0111010011011101110100010010110101100001011101110101101001010001
item64	0011010111111001111100010010111110100000110001010100101010000101
item65	0011000111111001000100000010111100100000111101010101101000000001
item66	0011010111111001100100010010011100101000111001011101001000000001
item67	1100100001110011000101110111000001111001000010011110010111010100
item68	0100000101010011100101010111000101111011000011011110010111010110
item69	1100001001110011000101110111001101110001100111011011010111111100
item71	1100000101110001000101110111000101111011000011011110010111010100
item72	1110000101110011100101110111000101011011000111011100010101010100
item74	0100000101110011010101110111000101001010000011011010010111010100
item75	1000000001110011000101011010000101111111000011011100000111000100
item76	0100101101110011000101100110000101111111000011000110000111010100
item77	1100000100100011000101110111000101111010100011011110010111010100
item78	0100001101111111000101110111100101111011000011011110010101010100
item79	1100000101110011000101001111000101111011000011011110011101010110
item80	1000001101110011001101110011000101011011110011111110010110000100
item82	1100001101110010000101100111001101111011000011011110011111010000
item83	1100000101100011000101110110000111111011000011011111010011010100
item84	1100000001110011000001110011000101111011000111010110010011010100
item85	0100010101110011000101110111000001111011000011011110010011000101
item86	1000000001110011100101110111000101111011000011111110010101010100
item87	1100000001110011000101100101000101111111000010011110010011010100
item88	1100010101010011100101110111000101111011000011111100010111010100
item89	1100000111110010000101100111000011011011000011011110010111010100
item90	1100011101110011000101110011110101011011000001111110011111010100
item91	1000000101110111000101110101000101111001000111011110010001010100
item92	1100000101110011000101110011100101110011000010001110100111100100
item93	1100000111110011000101110111000000111011001011011110010111110100
item94	1100000101110011000101110111000101111011000011011010010011011100
item95	1100000101110011100101111111000101111011010010011100010111010110
item96	1100010101110011000101010111000101111011100011111010110111000100
item97	1100010101110011000001110101011100111011000011111110010111010110
item98	1100001101110111000101110111000011111011000001011110010110010100
item99	0000000101110011010101110011000101011011100011011110010111000100
item100	1000000101000011000101110011000001111011000011101110010111010100
item101	1100100101010101000111100101001101111011010011011110011111010100
item102	0100010111110001100101100111000101111011000111011010010111010110
item104	1100011101110011000101000111000101011001000011011010010111110100
item105	1100000101110011000101110111010101111001000011111110110111010100
item106	1101000001110111000101110111000101101111000011111110110100010100
item107	1100000101010111011101100011000101111011000011000110010110010100
item108	1100000111111111000101110111000100111011000011011110011111010100
item109	1000000101110011000111110110000101101011000011111110010110010110
item110	1100000101110011000101110111100101110011010011011111010111010100
item111	1101011100110011001101010111001001111010100011001110010101010100
item112	1100000101110011000101110101000101111011000011011110010111110100
item113	1100000101110011000011100111000100111001000111000100010111011000
item114	1100000101110111001100100111000101111011000011001110010111010110
item115	1100000101110011000101110111100101110011000011001110010111010101
item118	1101000101110011000101111111000101111011001011011110010111010100
item119	1100001001111001000101110111000101111001000110111010010011111100
item120	1100101101110011000101110111000111011010000011001110010111010100
item121	1110000101110011000101110010000101101011000011010110000111011101
item122	1100001101011011010101100101001001111011000011011101010111110110
item123	1000000001110111001101111111000101111011010011011010010111010000
item124	1100000101110011000101110011000101111011000011011110010111010100
item125	1100000101110011011101110111000101011011011011111110110111010100
item126	1100000101110101000100000111000101111001010001001110010111010000
item127	1100000101110011000101110111000101111001000010010110010011010100
item128	1100001101110011101101110111001001111011100001011010010111110101
item129	1100000101110011000101110111000101111101000110011110010111010100
item130	1100000101110001000001110111000101111011000011001110110111000100
item131	1000000101110011010101110111000111111111000000001110010101010100
item132	1100000111110011011101101101000100111111000011011111010111110100
item133	0101100110111110001010000000010100111101000000001111001111000101
item134	0001100100111011001010100000110101111100100100001011000111000101
item135	0001100100100111101011000000010110010101000001001111101111000101
item136	0001100100111011101010000000000100111000000000001001001110000101
item137	0001100100111111001010000000000000111101000000001110001111000101
item138	0001100110111010001010010000010100111101000000001111001111000101
item139	0001100000111011001110000000010100111001000000011111001101000101
item140	1001100000111111000010000000011100111101000010101110001111000101
item142	0001100100111011001110000000010100111101010000001111001111000101
item143	0001100100111011001010010000010100111101000000001111001111000101
item144	0001100100011011001010000000010100111101000000001111001111001110
item145	0001100100111111001010000000010100111101000000001111001010000101
item146	0010100101111010000010000000011100111101000000001111000111000100
item147	0001100000111011001010000000010100111111001000011101001011000100
item148	0001100100011010000010000010010100111101000000001111001111010101
item149	1001101100111011000000000000010001111101000000001111001111110101
item150	0001101110111001000010000100010101111101000001101111000111000101
item151	0001100100111011001110110000110100111101000010001111111110000101
item152	0001100000111111100010000001010100111101100001001111001101000101
item153	0000001100111011101010000000010100111101000010000010001111000101
item155	0001100100111011001010000000011101111101000100000111001111000101
item156	0000100100101111001010000000010110110111010000101110001111000101
item157	0001100100110011101000001010010100111101000011001111001111000101
item158	0101110100110011001010000000011101111101000000001111001110000101
item159	0101110000111010001000000000010100011101000011000111001011000101
item161	0001101100111011001011100010010100110101000010001111000111000001
item162	0001100100111011001110001000010100111101001010001110001111000101
item163	0101111000111011001010010001010100111101000100001111001011001101
item164	0001100100011000011010001011010111111101000000000111001111000101
item165	1001100110111001001010000000000100101101000000001111001111000101
item166	0001100100111011101010001001010100011101000000001111000111000101
item167	0101000100111011000000000000010100111101000000001111001111000101
item168	0001100100101011001010000000000100111101100000001110001111001101
item169	0001100100111011001011000001010100110101000000001111001111000101
item173	0001100100111010011010000000010110111101000001001111011110010101
item174	0011100100111011001000000000110100111101000100000101001011000111
item175	0001100000111011001010000100010100111101000000000111001111000101
item176	0001100100111111011000010010000100111101000000000111101111001101
item177	0001100100111011001010000000010110111101110001001111001111000101
item178	0001100100111111001010000000010100111101000011011111001111000101
item179	0101101100111010001000000000011100111101000000011011001011000101
item180	0001100100111011001010110010010100011101000000001101001111000101
item181	0101010101111011000010000000010101110101000000011111001111011000
item182	0001100100111011001010000000000100011111000000001111001111001101
item183	0001100100011011001010001000110100101101000000001111101111000101
item184	0001100100111011011001000000010100111101101001001111001111000101
item185	0001101100011011001010010000000100111101010000001101001011000101
item186	0001100100111011000010000000010100111101001000001111011111100101
item187	0001100111111011001010000000110100111101000000001111001101000101
item188	0001100100111011001010001000010101111101000000001000001111000111
item189	0001101100010010001011000000010110111101000000001111001111000111
item190	0001100100111011000110001000110100111101000000001111001111000101
item191	0011100100110011001110000000010100101101000000001110001111001101
item192	0011100101101011001000000000010000101101000000000111001111000101
item193	0000110100111011001010001000010100111111010000001111001111000101
item194	0001100100111011000010100000010100011101000000001111001111000101
item196	1101100100111011001010000000010000111100000000001111100111000101
item197	0011100100111001001010000100010100111101000000000110101111000100
item198	1000100100111001001010000001011100111101001001001111001111000111
item199	0000101110001101111011101100001110111010011110001000000100101001
item200	0000101010011101011010111110001110111010001110000000000100111111
item201	0000100010101101111011110110001111110000011110000110100100011011
item202	0000101110000101111011111111001100101010011110001010000000101111
item203	0000101110001001111101110110001110111010011010001011000100101111
item205	0100101110001101010011111110001110101010001110000010100110101111
item206	0000101110101101111011111010001010111010101110000000000100111111
item207	0001111110101101101011010110001100111010001110000010000100101101
item208	0100101110001111111001110010000110111010001110100011000100101111
item209	0000101010001001111111111110001110110010001110000010001100101101
item210	0000101110000101111001001100101010111010000110000011000100101111
item211	0000101010001101110011111110001110111010001110000010000100101011
item212	0001101110001101111011111110001110111010000111000010000110101111
item213	0000111110101100111011111110001111111010001110000110000101101111
item214	0000101110001101111010111110001100111010001110000110000100100111
item215	0000000110001101111111110100001110111000001110000010000100101111
item216	0010101110001101111011110110001110111010001110000010000110101111
item217	0010111110011101111011101100001110011010001110000010100101101111
item218	0000101110001101111010111110000110011010001110000010000100101011
item219	0000101110000111111011111010101110111011001110000010000000101011
item220	0000101110001100110011111110001111111010000000000010001100101111
item221	0000101110001100111001111110001110111010001110000010000100101111
item222	0000101110011101011011011111001110111000001110000010000100101111
item223	1100101110001101111011111110001110111010001110000010000100101110
item224	0000100110001101111011111110001100101010001110000010001100000110
item225	0000101100001101111011111110011110110000001110000110000100100111
item226	0010101110000101011011110110001010111010001110000010000100101111
item227	0000100110000101111011001100001110111010011100010010000100101110
item228	0000101110001111111111111010001101111010001110000010000000101011
item230	0010100110001101111011111110001110111010001110000010000100001111
item231	0000101111001101111010011110011110111010001111000010000100101111
item232	0000101110101101111011111010001110111000001100000010000100111111
item233	0000001110001001011011111110001110111010001110000010000100101011
item234	0101001100001101111010111110001110111010001110100010001100101111
item235	0000101110001101111110111110001110111010001110010010000100101111
item236	0001101010001101101010101110001110111000000110000110000110101111
item237	0100101100001101111111111110001100111010001110000010001100101111
item238	0010101100001111111011111110001110111010101110000010000101101110
item239	0000101110001101111111111100001110111010001110000010100100100111
item240	1010101010001001111010111100001110110000001110000010001110111111
item241	1000111111001001110011111110011110111010001110000010000100111111
item242	0001111101101001111011111110001110111110001110000010000000111111
item243	0000100110001101111011111110001110011010001110000010000100101111
item244	0000101110001101011011011110001110111100101110101001000101101101
item245	0000100000001101110001101110001110111110001110010011000100101111
item246	0000101110001101111001111110001110111010101110000010000100101111
item247	0000101110001101111011011110000110111000001110000010000100101110
item248	0000101100001101111011101110101100111010001110000100000100101111
item249	0000101110001010111011011110001100111010001110001010000101101111
item250	0000101111000101111101111110001110111010001010000010000100111100
item251	0000101110111101111011111110001110111010001110000010000100111111
item252	0000101110011101111011111110001110101010101100000010000100101110
item253	0000101111001101111011011110001110111110001110000010001000001111
item254	0000101110001101111011111110001110010011001110100011001101101111
item255	0000101110001101111001111110001101011010001110001010001100000111
item256	0110101100001001110011011110001110111010001110000010000100101111
item257	0000110111001101111011111010001110111010001110000011010100101100
item258	0000101110001101111111111010001110111010001110000010000000101011
item259	1000101110001101100011111110011110110010011110000010000000101110
item260	1100100110101101111011111110000110111110000110000010010100101111
item261	0000101111001101111010110110001110010011000110001010000101101100
item262	0000101110001101111011111110011110111110001110000100100100101111
item263	0000101110001101101011111111001110111010001110010010000100101111
item264	0000101110011101111010110110011111110010001110000110000100101111
item265	1100100100101100000001110100101010011011011111010011110100011101
item266	0111100000101000000001010101111010011011011111010011110110011101
item267	0110100100101000000001011101111010011011011111010011110110011111
item268	1110101100101000110011110001111000111011011100000011100110011101
item269	0111110100101000000001010101111010011011011011010011100110011100
item270	1110100100101000000001110101111010111010001110010000110110011101
item271	0010100100100000100001111100111010010011011111010011110110011101
item272	0110100100101000000001110101111010010110011111010011110110001101
item273	0110100100101000100001111101111100001011110111011011110110011101
item274	0100001101101000110001110101111010111011011111010001110110011100
item275	1110100100101010000001010101111010010010011111010010110110111001
item276	0110100010101000000001110101110010010001011111010001110100011101
item277	0000100110101000000001110101101010010011001111010011110110111101
item278	0100100100111000000001110101111111011011011111010011110100011101
item279	0110100100101000001001110111111010011011111111010011100111011101
item280	0110100100111000000001110101101000001011011111010011110110111100
item281	0110100101111000000001111101111100011011011011010011110010111101
item282	0110100100101000010001111101011010010011011111000011111110010101
item283	0110100100101000000101111101011010011111011111010011110110011101
item284	0010100100100010000001110101101010011111010111001011110110000101
item285	0110100000100000000001110100111010011011011111010011110110011101
item286	0110100100101000000101110101111001111011010110010010100110011101
item288	0110100100101000000001110101111011011011011010011111111110011101
item289	0111100100101000001001100101011010111011010111110011110100010101
item290	0110100110101100000001000111111010011011010111110011110110111101
item291	0010100100101000010001110101011010111011011111010011111110011111
item292	0110100100101000000001111101111010011011010111010011110110011100
item293	0110000101101000000001110111111010001000011101010011100110011101
item294	1110101110101001001001110101111010011010011111010111110100011101
item295	0110101100101000000001110101111010011011011111010111010010011101
item296	0110100100111000001001010101111010111011011111010010110010011001
item297	0110100100101000000001110101111010011011011101010011110110011101
item298	0110100110001010000001110100111010011011011111010011110010011001
item299	0110101101111001000001111101101010011011011111010011010110010101
item300	0111100100100001000000010101101110011111011111010011110010011101
item301	0110100101101110000001110001111010011011011111010011111101111101
item302	0010100100100010000001110101011010111011011001011011110110111101
item303	0110100101101000000001111101101010011011111101010011010010101101
item304	0110100000100000000001111110111000011011011111010011110110011101
item305	0110100101100000000001010101111010111011111111010011110110010101
item306	0110100100101000010010100001111010111011011111010011110110011101
item307	0110100100101001000000110100101010010011011111011111110111011101
item309	0010100000101000000001110101110110011011110111010011110110011100
item310	0110100100001100000001110100100000010011010111010010110110011100
item311	0111000100101000000001100001111010011011011111000011010110010111
item312	0110100100001100100001110101110010011011011111110011110110001100
item314	0111100000111000001001110001111010011011101111010011111110011101
item315	0110000100101000000001110101111010011011011111011011110111011101
item316	0110100100101000000000110100011000111011011101010010110110010101
item317	0011100010101000000001110101111010011011011111010011110100011000
item318	0010100000101100000001110101111010011001011111011011110110011101
item319	1100100101101000101001010101111010011011011111010011110111011111
item320	0110100000111100000001110101011011011011111111010011110110011001
item321	0110000100101001000001010101111010011011011011010011110110011101
item322	1110100110101000000001110101111000001010011111010011110100011101
item323	0110100100101001000001110101111011011011011111010011110110011101
item324	0110100001000000000001110101111011011011011111010011110010011001
item325	0000100100101000000001110101101010011001011111010011110110010101
item326	1110100010100001000001110011111011011011011111010011110110011100
item327	0100100100101000000000110111111010001010011101010111110111111101
item328	0110100100101000000001110111011011011011011111010110110110011101
item329	0100100100101000000001110101111010011001111111011011010110011101
item330	0110100100111001000001110101101001011111011111011011110010011100
item331	0111010110010111100000100110100111000101100000011000101111011001
item332	0111010010010111100000100010100110100101101000011010010011011011
item333	0011010010010111100000100110100110100101101000011000010111010001
item334	0110011101010111101000100110100110010001101000110010010101011001
item335	0111010110000111100000100010110100000101101000011010010111011001
item336	0111011110010110010010100110100110000101101100011010110011111001
item337	0111010111011111000000100110111111000101101000111010010110011001
item338	0111010110010111100010100110100111000011110010011010010111011001
item339	0111011110010111100000100110100110000101101000011000110101011001
item340	0111010110010111100010110110100100000101100000011010010111011001
item341	0111010011010111100000100110100110100001101010011010000101010001
item342	0111110110110111110000000010100110000101101100011010010110000001
item343	0111010110011111100000100110100110000101101000011010110111111001
item344	0111010100010111100000101110010110000100101000011001010111010001
item345	0111010100010111100000100110100010000101101000001010000111011000
item346	0111000110010111101000100010100110000101101000011000010111001001
item347	0111010110010111100000100110101110000000100000001010011111011001
item348	0111010110010011110000000110101110000101101000011000010110011101
item349	0111011010010111000000100010100110000001111000011000010111011101
item350	0111010110110111100000100110100110000101101000001010000111101001
item351	1111000110010111100000100110100100100101101010011010000111011001
